dwaCode	title	fileName	action	object	iwaCode	iwaTitle	workActivityCode	workActivityName	taskMappings
4.A.1.a.2.I02.D01	Monitor industrial energy consumption or management.	MonitorIndustrialEnergyConsumptionManagement	Monitor	Industrial Energy Consumption Management	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3
4.A.1.a.2.I02.D02	Monitor facilities or operational systems.	MonitorFacilitiesOperationalSystems	Monitor	Facilities Operational Systems	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I02.D03	Monitor operational quality or safety.	MonitorOperationalQualitySafety	Monitor	Operational Quality Safety	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	15
4.A.1.a.2.I02.D04	Monitor extraction operations.	MonitorExtractionOperations	Monitor	Extraction Operations	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	8
4.A.1.a.2.I02.D05	Monitor organizational procedures to ensure proper functioning.	MonitorOrganizationalProceduresEnsureProper	Monitor	Organizational Procedures Ensure Proper	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	8
4.A.1.a.2.I02.D06	Monitor construction operations.	MonitorConstructionOperations	Monitor	Construction Operations	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	9
4.A.1.a.2.I02.D07	Monitor vehicle movement or location.	MonitorVehicleMovementLocation	Monitor	Vehicle Movement Location	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	13
4.A.1.a.2.I02.D08	Monitor recreational facility operations.	MonitorRecreationalFacilityOperations	Monitor	Recreational Facility Operations	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3
4.A.1.a.2.I02.D09	Inspect operational processes.	InspectOperationalProcesses	Inspect	Operational Processes	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I02.D10	Track goods or materials.	TrackGoodsMaterials	Track	Goods Materials	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	8
4.A.1.a.2.I02.D11	Monitor food services operations to ensure procedures are followed.	MonitorFoodServicesOperationsEnsure	Monitor	Food Services Operations Ensure	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I02.D12	Monitor loading processes to ensure they are performed properly.	MonitorLoadingProcessesEnsureThey	Monitor	Loading Processes Ensure They	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	5
4.A.1.a.2.I02.D13	Monitor biofuel production operations.	MonitorBiofuelProductionOperations	Monitor	Biofuel Production Operations	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	4
4.A.1.a.2.I02.D14	Inspect cargo to ensure it is properly loaded or secured.	InspectCargoEnsureItIs	Inspect	Cargo Ensure It Is	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	5
4.A.1.a.2.I02.D15	Monitor the productivity or efficiency of industrial operations.	MonitorProductivityEfficiencyIndustrialOperations	Monitor	Productivity Efficiency Industrial Operations	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	11
4.A.1.a.2.I02.D16	Monitor operational procedures in technical environments to ensure conformance to standards.	MonitorOperationalProceduresTechnicalEnvironments	Monitor	Operational Procedures Technical Environments	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	12
4.A.1.a.2.I02.D17	Inspect operations of green energy facilities.	InspectOperationsGreenEnergyFacilities	Inspect	Operations Green Energy Facilities	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I02.D18	Monitor conditions at energy-producing landfills.	MonitorConditionsEnergy-producingLandfills	Monitor	Conditions Energy-producing Landfills	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	1
4.A.1.a.2.I02.D19	Monitor the handling of hazardous materials or medical wastes.	MonitorHandlingHazardousMaterialsMedical	Monitor	Handling Hazardous Materials Medical	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	5
4.A.1.a.2.I02.D20	Monitor organizational processes.	MonitorOrganizationalProcesses	Monitor	Organizational Processes	4.A.1.a.2.I02	Monitor operations to ensure adequate performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	7
4.A.1.a.2.I03.D01	Monitor financial information.	MonitorFinancialInformation	Monitor	Financial Information	4.A.1.a.2.I03	Monitor financial data or activities	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I03.D02	Monitor financial activities.	MonitorFinancialActivities	Monitor	Financial Activities	4.A.1.a.2.I03	Monitor financial data or activities	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2
4.A.1.a.2.I03.D03	Monitor sales activities.	MonitorSalesActivities	Monitor	Sales Activities	4.A.1.a.2.I03	Monitor financial data or activities	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	7
4.A.1.a.2.I03.D04	Monitor flow of cash or other resources.	MonitorFlowCashResources	Monitor	Flow Cash Resources	4.A.1.a.2.I03	Monitor financial data or activities	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I03.D05	Monitor financial indicators.	MonitorFinancialIndicators	Monitor	Financial Indicators	4.A.1.a.2.I03	Monitor financial data or activities	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I03.D06	Monitor business indicators.	MonitorBusinessIndicators	Monitor	Business Indicators	4.A.1.a.2.I03	Monitor financial data or activities	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I04.D01	Monitor traffic signals.	MonitorTrafficSignals	Monitor	Traffic Signals	4.A.1.a.2.I04	Monitor traffic conditions	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	5
4.A.1.a.2.I04.D02	Time vehicle speed or traffic-control equipment operation.	TimeVehicleSpeedTraffic-controlEquipment	Time	Vehicle Speed Traffic-control Equipment	4.A.1.a.2.I04	Monitor traffic conditions	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2
4.A.1.a.2.I05.D01	Monitor patient progress or responses to treatments.	MonitorPatientProgressResponsesTreatments	Monitor	Patient Progress Responses Treatments	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	35
4.A.1.a.2.I05.D02	Monitor clients to evaluate treatment progress.	MonitorClientsEvaluateTreatmentProgress	Monitor	Clients Evaluate Treatment Progress	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	9
4.A.1.a.2.I05.D03	Monitor patients following surgeries or other treatments.	MonitorPatientsFollowingSurgeriesTreatments	Monitor	Patients Following Surgeries Treatments	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	11
4.A.1.a.2.I05.D04	Monitor animal behavior or condition.	MonitorAnimalBehaviorCondition	Monitor	Animal Behavior Condition	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I05.D05	Monitor health or behavior of people or animals.	MonitorHealthBehaviorPeopleAnimals	Monitor	Health Behavior People Animals	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	7
4.A.1.a.2.I05.D06	Monitor patients to detect health problems.	MonitorPatientsDetectHealthProblems	Monitor	Patients Detect Health Problems	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	4
4.A.1.a.2.I05.D07	Monitor patient conditions during treatments, procedures, or activities.	MonitorPatientConditionsDuringTreatments	Monitor	Patient Conditions During Treatments	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	33
4.A.1.a.2.I05.D08	Monitor nutrition related activities of individuals or groups.	MonitorNutritionRelatedActivitiesIndividuals	Monitor	Nutrition Related Activities Individuals	4.A.1.a.2.I05	Monitor health conditions of humans or animals	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	8
4.A.1.a.2.I06.D01	Monitor performance of organizational members or partners.	MonitorPerformanceOrganizationalMembersPartners	Monitor	Performance Organizational Members Partners	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	13
4.A.1.a.2.I06.D02	Monitor patron activities to identify problems or potential problems.	MonitorPatronActivitiesIdentifyProblems	Monitor	Patron Activities Identify Problems	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	8
4.A.1.a.2.I06.D03	Monitor student performance.	MonitorStudentPerformance	Monitor	Student Performance	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	37
4.A.1.a.2.I06.D04	Supervise school or student activities.	SuperviseSchoolStudentActivities	Supervise	School Student Activities	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	17
4.A.1.a.2.I06.D05	Enforce rules or policies governing student behavior.	EnforceRulesPoliciesGoverningStudent	Enforce	Rules Policies Governing Student	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	13
4.A.1.a.2.I06.D06	Monitor activities of individuals to ensure safety or compliance with rules.	MonitorActivitiesIndividualsEnsureSafety	Monitor	Activities Individuals Ensure Safety	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	13
4.A.1.a.2.I06.D07	Monitor student behavior, social development, or health.	MonitorStudentBehaviorSocialDevelopment	Monitor	Student Behavior Social Development	4.A.1.a.2.I06	Monitor individual behavior or performance	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	17
4.A.1.a.2.I07.D01	Monitor environment to ensure safety.	MonitorEnvironmentEnsureSafety	Monitor	Environment Ensure Safety	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	4
4.A.1.a.2.I07.D02	Monitor access or flow of people to prevent problems.	MonitorAccessFlowPeoplePrevent	Monitor	Access Flow People Prevent	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I07.D03	Monitor building premises to ensure occupant or visitor safety.	MonitorBuildingPremisesEnsureOccupant	Monitor	Building Premises Ensure Occupant	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	2
4.A.1.a.2.I07.D04	Locate suspicious objects or vehicles.	LocateSuspiciousObjectsVehicles	Locate	Suspicious Objects Vehicles	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	7
4.A.1.a.2.I07.D05	Patrol properties to maintain safety.	PatrolPropertiesMaintainSafety	Patrol	Properties Maintain Safety	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	10
4.A.1.a.2.I07.D06	Monitor work areas to provide security.	MonitorWorkAreasProvideSecurity	Monitor	Work Areas Provide Security	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	3
4.A.1.a.2.I07.D07	Maintain surveillance of individuals or establishments.	MaintainSurveillanceIndividualsEstablishments	Maintain	Surveillance Individuals Establishments	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	11
4.A.1.a.2.I07.D08	Monitor alarm systems.	MonitorAlarmSystems	Monitor	Alarm Systems	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	6
4.A.1.a.2.I07.D09	Monitor work areas or procedures to ensure compliance with safety procedures.	MonitorWorkAreasProceduresEnsure	Monitor	Work Areas Procedures Ensure	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	5
4.A.1.a.2.I07.D10	Locate fires or fire danger areas.	LocateFiresFireDangerAreas	Locate	Fires Fire Danger Areas	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	5
4.A.1.a.2.I07.D11	Monitor surroundings to detect potential hazards.	MonitorSurroundingsDetectPotentialHazards	Monitor	Surroundings Detect Potential Hazards	4.A.1.a.2.I07	Monitor safety or security of work areas, facilities, or properties	4.A.1.a.2	Monitoring Processes, Materials, or Surroundings	12
